Numbers
1.33,-1.88,1.73,-2.75,1.56,-1.82,-2.39,-2.13,-2.68,-2.22,-1.99,-2.34,3.01,-3.01,2.38,-1.55,-1.09,-2.60,3.50,-0.37,-0.39,-0.08,-3.50,-0.38,-2.00,-2.18,-1.32,-2.18,-2.57,-0.30,-0.25,-2.74,-2.77,-2.33,-2.74,-2.38,-1.96,-2.03,-0.77,-0.74,-2.60,-2.60,-1.57,-4.05,-4.31,-2.39,-2.50,-2.51,-1.44,-0.32,0.14,-1.91,-2.51,-5.20,4.23,-1.26,1.97,-1.39,-1.45,1.04,-1.40,-1.49,1.32,-1.43,-1.18,-2.22,-0.95,-1.98,-2.08,-2.08,-0.83,-1.03,-0.33,-2.35,-1.04,-0.20,-0.98,-0.94,-1.98,0.41,-0.60,-0.44,-0.62,-0.20,0.00,0.75,-0.78,-0.40,-0.49,1.18,-0.44,-0.86,-0.66,-0.82,0.14,-0.90,-0.98,-1.58,-0.98,0.44,1.11,-1.11,0.66,-0.12,-0.34,0.41,0.18,0.29,-1.56,2.46,-2.23,0.20,-1.19,0.14,0.41,-1.03,-1.03,1.34,0.29,-1.41
